,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Target
2255,34.73,204.38,215.69,701354.36,21.0,95.0,3262.0,40.273,,,681.84
2256,34.74,136.36,215.69,704291.97,21.0,93.0,3277.0,40.394,,,684.98
2257,34.59,448.93,215.68,703374.59,21.0,90.0,3272.0,40.516,,,684.06
2258,34.65,214.56,215.68,703969.55,21.0,93.0,3275.0,40.637,,,684.71
2259,34.74,379.59,215.1,715957.15,21.0,97.0,3379.0,40.758,,,696.54
2260,34.8,426.14,215.21,716039.09,21.0,92.0,3378.0,40.88,,,696.62
2261,34.81,198.91,215.31,716039.09,21.0,99.0,3366.0,41.001,,,694.42
2262,34.82,192.29,215.42,716039.09,21.0,93.0,3355.0,41.122,123.0,233.0,692.22
2263,34.83,170.79,215.52,716039.09,21.0,92.0,3343.0,41.243,,,690.03
2264,34.86,174.32,215.53,707067.59,21.0,99.0,3332.0,41.365,,,687.82
2265,35.19,83.34,215.52,719141.29,21.0,91.0,3388.0,41.486,,,699.58
2266,35.34,449.78,215.53,734223.22,21.0,98.0,3461.0,41.607,,,714.46
2267,35.25,360.12,215.52,733006.38,21.0,98.0,3455.0,41.729,,,713.38
2268,35.23,154.54,215.53,731296.0,21.0,99.0,3447.0,41.85,,,711.67
2269,35.21,271.68,215.53,729585.62,21.0,90.0,3439.0,41.971,,,709.96
2270,35.19,20.86,215.53,727875.25,21.0,98.0,3430.0,42.093,,,708.24
2271,35.13,389.32,215.54,724369.74,21.0,96.0,3413.0,42.214,,,704.76
2272,35.13,172.87,215.54,731672.02,21.0,92.0,3448.0,42.335,,,711.88
2273,35.22,123.5,215.54,735055.36,21.0,94.0,3465.0,42.457,,,715.43
2274,35.25,120.24,215.54,729721.37,21.0,92.0,3442.0,42.578,,,710.63
2275,35.32,101.98,215.54,729060.07,21.0,97.0,3439.0,42.699,,,709.99
2276,35.39,312.23,215.54,728398.77,21.0,93.0,3436.0,42.82,,,709.34
2277,35.46,46.38,215.54,727737.46,21.0,95.0,3432.0,42.942,,,708.7
2278,35.55,379.59,215.54,730245.41,21.0,96.0,3444.0,43.063,,,711.17
2279,35.43,140.11,215.54,730681.99,21.0,91.0,3447.0,43.184,,,711.64
2280,35.34,103.74,215.53,732265.9,21.0,90.0,3454.0,43.306,,,713.15
2281,34.62,225.68,215.54,724136.1,21.0,95.0,3415.0,43.427,,,705.17
2282,34.73,316.8,216.02,724474.29,21.0,91.0,3424.0,43.548,,,705.71
2283,34.84,217.12,216.51,724812.48,21.0,93.0,3433.0,43.67,,,706.25
2284,34.95,344.66,216.99,725150.68,21.0,95.0,3442.0,43.791,,,706.78
2285,34.89,272.44,216.99,720692.65,21.0,100.0,3407.0,43.912,,,699.54
2286,34.89,58.05,216.99,729595.94,21.0,99.0,3449.0,44.033,,,708.21
2287,29.01,391.59,216.99,729840.92,21.0,92.0,3451.0,44.155,,,708.49
2288,28.98,333.49,217.01,720592.71,21.0,99.0,3407.0,44.276,,,699.41
2289,28.97,286.44,217.9,723132.7,21.0,93.0,3404.0,44.397,,,701.83
2290,28.96,93.58,218.78,725672.69,21.0,96.0,3400.0,44.519,,,704.26
2291,28.95,207.53,219.67,728212.68,21.0,99.0,3397.0,44.64,,,706.68
2292,28.98,32.31,219.67,722011.78,21.0,92.0,3368.0,44.397,124.0,238.75,700.67
2293,28.92,78.64,219.67,707750.93,21.0,95.0,3302.0,44.155,,,686.81
2294,27.84,29.06,219.66,716465.44,21.0,95.0,3342.0,43.912,,,695.3
2295,27.9,261.12,219.44,728880.7,21.0,95.0,3412.0,43.67,,,707.2
2296,27.88,69.12,219.44,727726.53,21.0,97.0,3406.0,43.427,,,706.07
2297,27.86,322.79,219.44,726572.37,21.0,91.0,3401.0,43.184,,,704.94
2298,27.84,137.31,219.44,725418.21,21.0,94.0,3396.0,42.942,,,703.82
2299,27.87,49.73,219.43,712323.67,21.0,94.0,3334.0,42.699,,,691.04
2300,27.9,142.88,219.43,722614.58,21.0,92.0,3382.0,42.457,,,701.06
2301,27.93,468.52,219.43,727350.28,21.0,93.0,3404.0,42.214,,,705.54
2302,27.93,428.56,219.43,738348.09,21.0,97.0,3455.0,41.971,,,716.06
2303,27.92,18.92,219.43,738075.45,21.0,95.0,3454.0,41.729,,,715.81
2304,27.91,459.75,219.43,737802.8,21.0,91.0,3452.0,41.486,,,715.57
2305,27.9,464.03,219.43,737530.15,21.0,93.0,3451.0,41.243,,,715.33
2306,27.84,326.69,219.43,745457.85,21.0,95.0,3489.0,41.001,,,723.23
2307,27.81,428.99,219.43,741328.29,21.0,93.0,3465.0,40.758,,,718.12
2308,27.84,199.5,219.43,739582.27,21.0,90.0,3457.0,40.516,,,716.44
2309,27.54,384.29,219.44,732910.47,21.0,94.0,3425.0,40.273,,,709.91
2310,27.55,85.6,219.44,735526.1,21.0,93.0,3437.0,40.03,,,712.43
2311,27.56,85.55,219.44,738141.74,21.0,92.0,3449.0,39.788,,,714.96
2312,27.57,31.11,219.44,740757.37,21.0,93.0,3462.0,39.545,,,717.48
2313,27.45,379.19,219.44,730513.67,21.0,99.0,3414.0,39.303,,,707.64
2314,27.45,118.66,219.44,730325.78,21.0,93.0,3418.0,39.06,,,708.5
2315,27.48,192.02,219.41,740920.31,21.0,97.0,3469.0,38.817,,,719.0
2316,27.45,143.55,219.39,748992.24,21.0,98.0,3511.0,38.575,,,727.61
2317,27.45,91.28,219.46,752064.0,21.0,100.0,3527.0,38.332,,,730.68
2318,27.45,194.3,219.52,755135.76,21.0,95.0,3544.0,38.09,,,733.75
2319,27.45,373.11,219.59,758207.52,21.0,92.0,3560.0,37.847,,,736.82
2320,27.21,467.8,219.58,750947.03,21.0,91.0,3527.0,37.604,,,730.04
2321,27.78,201.19,219.58,755568.53,21.0,92.0,3549.0,37.362,,,734.48
2322,26.34,107.79,219.97,752408.98,21.0,92.0,3550.0,37.119,,,733.6
2323,26.37,220.01,219.97,761393.23,21.0,98.0,3593.0,36.877,125.0,242.0,742.54
2324,26.46,112.86,220.0,762763.72,21.0,95.0,3602.0,36.634,,,743.89
2325,26.55,105.72,220.02,764134.21,21.0,94.0,3611.0,36.391,,,745.24
2326,26.64,416.44,220.05,765504.7,21.0,91.0,3620.0,36.149,,,746.6
2327,26.58,188.76,220.05,764363.03,21.0,90.0,3614.0,35.906,,,745.52
2328,26.55,58.62,220.05,764305.76,21.0,98.0,3614.0,35.663,,,745.42
2329,26.52,49.02,220.06,768530.05,21.0,93.0,3638.0,35.421,,,750.4
2330,26.64,159.79,220.06,772988.38,21.0,100.0,3659.0,35.178,,,754.8
2331,26.65,442.22,220.06,773158.3,21.0,99.0,3660.0,34.936,,,754.95
2332,26.66,334.86,220.06,773328.21,21.0,97.0,3661.0,34.693,,,755.1
2333,26.67,418.52,220.06,773498.13,21.0,98.0,3662.0,34.45,,,755.26
2334,36.09,477.96,220.06,775692.48,21.0,93.0,3672.0,34.208,,,757.44
2335,37.05,165.41,220.06,777627.5,21.0,95.0,3681.0,33.965,,,759.34
2336,37.23,192.14,220.06,776500.37,21.0,100.0,3677.0,33.723,,,758.34
2337,37.62,285.53,220.05,783095.12,0.0,94.0,3708.0,33.48,,,764.72
2338,37.67,167.03,220.04,783720.61,0.0,94.0,3712.0,33.237,,,765.36
2339,37.72,17.91,220.04,784346.09,0.0,99.0,3716.0,32.995,,,766.01
2340,37.77,95.99,220.03,784971.58,0.0,100.0,3720.0,32.752,,,766.66
2341,37.62,136.08,220.03,786904.72,0.0,99.0,3729.0,32.51,,,768.52
2342,37.47,347.94,220.03,781275.62,0.0,91.0,3702.0,32.267,,,762.96
2343,37.62,414.09,218.64,784426.98,0.0,92.0,3717.0,32.024,,,759.26
2344,37.56,436.32,218.64,783502.24,0.0,95.0,3713.0,31.782,,,758.34
2345,37.66,428.55,218.64,787204.44,0.0,97.0,3731.0,31.539,,,761.94
2346,37.76,161.31,218.64,790906.64,0.0,98.0,3748.0,31.297,,,765.55
2347,37.86,459.44,218.64,794608.84,0.0,93.0,3766.0,31.054,,,769.16
2348,39.57,241.66,218.64,795074.88,0.0,95.0,3768.0,30.811,,,769.68
2349,38.67,247.29,218.65,799659.18,0.0,99.0,3790.0,30.569,,,774.09
2350,38.67,480.05,218.18,799659.18,0.0,95.0,3804.0,30.326,,,772.79
2351,38.43,176.85,218.28,796960.04,0.0,93.0,3818.0,30.083,,,771.49
2352,38.38,415.76,218.39,793250.72,0.0,95.0,3800.0,29.841,,,767.9
2353,38.33,145.14,218.5,789541.4,0.0,99.0,3781.0,29.598,126.0,248.25,764.31
2354,38.28,56.53,218.61,785832.08,0.0,92.0,3762.0,29.356,,,760.72
2355,38.13,165.45,218.6,779135.67,0.0,92.0,3730.0,29.113,,,754.27
2356,38.01,359.58,218.6,782068.63,0.0,95.0,3743.0,28.87,,,756.93
2357,38.04,407.61,218.6,785187.52,0.0,95.0,3758.0,28.628,,,759.88
2358,38.28,214.29,218.6,793895.93,0.0,92.0,3800.0,28.385,,,768.4
2359,38.1,100.33,218.6,792630.81,0.0,90.0,3794.0,28.143,,,767.17
2360,37.92,235.43,218.6,791365.69,0.0,91.0,3788.0,27.9,,,765.93
2361,37.74,68.27,218.6,790100.57,0.0,91.0,3782.0,27.657,,,764.7
2362,38.04,40.18,218.6,790230.1,0.0,93.0,3782.0,27.415,,,764.72
2363,38.55,458.56,218.6,795821.05,0.0,100.0,3808.0,27.172,,,770.12
2364,38.76,461.18,218.61,804233.81,0.0,95.0,3850.0,26.93,,,778.46
2365,38.76,422.35,218.61,808538.18,0.0,92.0,3874.0,26.687,,,783.46
2366,35.58,431.95,218.61,810843.28,0.0,97.0,3886.0,26.444,,,785.72
2367,32.4,225.02,218.61,813148.39,0.0,98.0,3897.0,26.202,,,787.98
2368,29.22,343.02,218.6,815453.49,0.0,92.0,3908.0,25.959,,,790.24
2369,29.22,384.05,218.61,813970.75,0.0,99.0,3901.0,25.717,,,788.9
2370,23.31,345.55,218.61,813529.86,0.0,93.0,3899.0,25.474,,,788.42
2371,27.84,81.37,218.6,819192.22,0.0,95.0,3927.0,25.231,,,794.01
2372,27.81,445.2,218.61,823831.04,0.0,97.0,3949.0,24.989,,,798.52
2373,27.8,442.65,218.62,825278.5,0.0,99.0,3955.0,24.746,,,799.32
2374,27.79,12.12,218.63,826725.95,0.0,100.0,3962.0,24.503,,,800.13
2375,27.78,205.56,218.64,828173.41,0.0,95.0,3968.0,24.261,,,800.93
2376,27.81,51.12,218.64,828503.41,0.0,95.0,3970.0,24.018,,,801.24
2377,27.81,141.55,218.64,828503.41,0.0,93.0,3984.0,23.776,,,804.2
2378,27.84,437.12,218.64,834919.47,0.0,96.0,3999.0,23.533,,,807.17
2379,27.87,26.82,218.61,835108.32,0.0,98.0,4001.0,23.29,,,807.35
2380,27.87,445.31,219.6,833472.34,0.0,99.0,3970.0,23.048,,,805.76
2381,27.87,145.17,220.59,831836.36,0.0,90.0,3939.0,22.805,,,804.17
2382,27.87,255.22,221.58,830200.38,0.0,95.0,3908.0,22.563,,,802.58
2383,27.87,347.97,223.97,833348.1,0.0,98.0,3870.0,22.32,,,805.58
2384,27.87,245.93,223.97,833348.1,0.0,91.0,3904.0,21.448,127.0,249.5,812.57
2385,27.9,152.86,223.97,847815.99,0.0,93.0,3937.0,20.576,,,819.56
2386,27.9,178.66,224.06,838903.37,0.0,98.0,3891.0,19.704,,,810.84
2387,29.21,156.0,224.06,838969.48,0.0,91.0,3894.0,18.832,,,811.62
2388,30.52,291.17,224.06,839035.58,0.0,94.0,3898.0,17.96,,,812.41
2389,31.83,418.74,224.06,839101.69,0.0,95.0,3902.0,17.087,,,813.19
2390,32.61,62.34,224.06,838171.19,0.0,96.0,3898.0,16.215,,,812.3
2391,32.67,433.38,224.06,846797.05,0.0,95.0,3938.0,15.343,,,820.69
2392,32.7,158.37,224.06,856386.67,0.0,99.0,3982.0,14.471,,,829.98
2393,32.73,174.91,224.06,854853.06,0.0,99.0,3975.0,13.599,,,828.41
2394,32.73,61.84,224.06,858677.01,0.0,92.0,3993.0,12.727,,,832.12
2395,32.73,230.77,224.06,862500.95,0.0,97.0,4011.0,11.855,,,835.83
2396,32.73,426.7,224.06,866324.9,0.0,90.0,4028.0,10.983,,,839.54
2397,32.76,411.29,224.06,861163.23,0.0,96.0,4004.0,10.111,,,834.54
2398,32.73,137.39,224.06,861786.57,0.0,96.0,4007.0,9.239,,,835.13
2399,32.76,24.58,224.06,873867.88,0.0,91.0,4063.0,8.367,,,846.83
2400,32.85,195.08,224.06,880033.81,0.0,94.0,4092.0,7.495,,,852.88
2401,32.86,392.19,224.06,880033.81,0.0,90.0,4091.0,6.622,,,852.7
2402,32.87,313.22,224.06,880033.81,0.0,98.0,4091.0,5.75,,,852.52
2403,32.88,200.02,224.06,880033.81,0.0,90.0,4090.0,4.878,,,852.34
2404,32.88,149.77,224.06,879153.04,0.0,99.0,4089.0,4.006,,,852.16
2405,34.86,54.53,224.06,882084.62,0.0,91.0,4104.0,3.134,,,855.29
2406,34.92,138.78,224.06,886369.91,0.0,98.0,4124.0,2.262,,,859.42
2407,35.16,64.41,224.06,881661.08,0.0,96.0,4105.0,1.39,,,855.56
2408,35.18,53.41,224.16,874704.45,0.0,93.0,4068.0,0.518,,,848.82
2409,35.2,298.79,224.26,867747.82,0.0,92.0,4032.0,-0.354,,,842.08
2410,35.22,378.62,224.36,860791.18,0.0,97.0,3995.0,-1.226,,,835.34
2411,35.7,440.74,223.94,879294.8,0.0,93.0,4077.0,-2.098,,,850.98
2412,35.82,64.17,223.94,880263.67,0.0,100.0,4086.0,-2.971,,,852.8
2413,35.16,343.09,223.94,887767.9,0.0,99.0,4122.0,-3.843,,,860.34
2414,35.1,406.31,224.27,863465.04,0.0,93.0,4015.0,-4.715,,,836.96
2415,35.11,448.68,224.35,866916.63,0.0,97.0,4035.0,-5.587,128.0,252.5,840.64
2416,35.12,453.13,224.42,870368.22,0.0,95.0,4055.0,-6.459,,,844.32
2417,35.13,358.72,224.49,873819.8,0.0,94.0,4075.0,-7.331,,,848.0
2418,35.19,43.12,224.49,896960.05,0.0,93.0,4181.0,-8.203,,,870.03
2419,35.28,153.43,224.49,902230.64,0.0,96.0,4206.0,-9.075,,,875.28
2420,35.28,151.52,224.49,910070.52,0.0,98.0,4243.0,-9.947,,,883.0
2421,35.13,334.15,224.49,901066.87,0.0,92.0,4201.0,-10.819,,,874.37
2422,35.13,466.07,224.49,905072.04,0.0,96.0,4220.0,-11.691,,,878.31
2423,35.13,137.21,224.49,909077.21,0.0,92.0,4239.0,-12.564,,,882.24
2424,35.13,446.95,224.49,913082.38,0.0,92.0,4258.0,-13.436,,,886.18
2425,35.1,447.0,224.49,909985.12,0.0,91.0,4244.0,-14.308,,,883.12
2426,35.22,172.46,224.49,919733.01,0.0,93.0,4289.0,-15.18,,,892.5
2427,35.55,142.51,224.49,917088.21,0.0,91.0,4276.0,-16.052,,,889.84
2428,35.79,341.92,224.49,921329.17,0.0,100.0,4297.0,-16.924,,,894.24
2429,35.83,378.05,224.49,921329.17,0.0,93.0,4294.0,-17.796,,,893.46
2430,35.87,310.82,224.49,921329.17,0.0,99.0,4290.0,-18.668,,,892.68
2431,35.91,297.8,224.49,921329.17,0.0,96.0,4287.0,-19.54,,,891.9
2432,35.94,180.65,224.45,918010.63,0.0,96.0,4283.0,-20.412,,,891.12
2433,35.97,118.54,224.45,927978.23,0.0,99.0,4330.0,-21.284,,,900.8
2434,35.97,367.64,224.45,918755.8,0.0,96.0,4286.0,-22.156,,,891.71
2435,35.94,264.21,224.45,898196.72,0.0,96.0,4190.0,-23.029,,,871.64
2436,35.24,162.9,224.45,885680.73,0.0,98.0,4131.0,-23.901,,,859.48
2437,34.54,256.1,224.45,873164.74,0.0,95.0,4073.0,-24.773,,,847.32
2438,33.84,212.29,224.45,860648.74,0.0,98.0,4014.0,-25.645,,,835.16
2439,33.9,390.46,224.45,833078.61,0.0,95.0,3887.0,-26.517,,,808.59
2440,33.84,456.97,224.45,836575.31,0.0,93.0,3902.0,-27.389,,,811.82
2441,34.11,347.36,224.27,792249.75,0.0,96.0,3714.0,-28.261,,,768.56
2442,34.23,339.21,224.36,798236.42,0.0,94.0,3738.0,-29.133,,,774.62
2443,34.24,300.08,224.45,813398.48,0.0,94.0,3807.0,-30.005,,,789.35
2444,34.25,250.9,224.55,828560.54,0.0,100.0,3877.0,-30.877,0.0,222.75,804.08
2445,34.26,276.66,224.64,843722.6,0.0,91.0,3946.0,-31.749,,,818.8
2446,34.14,333.66,224.64,811713.93,0.0,90.0,3796.0,-32.622,,,787.74
2447,34.14,334.08,224.64,846403.47,0.0,96.0,3959.0,-33.494,,,821.49
2448,34.14,169.25,224.64,819252.37,0.0,94.0,3832.0,-34.366,,,795.12
2449,34.11,196.66,224.64,802712.88,0.0,91.0,3754.0,-35.238,,,778.97
2450,34.1,346.6,224.64,782579.33,0.0,97.0,3660.0,-36.11,,,759.35
2451,34.09,123.62,224.64,762445.78,0.0,93.0,3565.0,-36.982,,,739.73
2452,34.08,169.33,224.64,742312.22,0.0,97.0,3471.0,-37.854,,,720.1
2453,34.14,455.55,224.64,791223.25,0.0,93.0,3699.0,-38.726,,,767.6
2454,34.05,144.77,224.64,753892.29,0.0,94.0,3525.0,-39.598,,,731.5
2455,34.08,151.08,224.64,679677.36,0.0,91.0,3179.0,-40.47,,,659.55
2456,34.11,155.08,224.64,760958.15,0.0,98.0,3559.0,-41.342,,,738.46
2457,34.1,290.89,224.64,725773.76,0.0,91.0,3394.0,-42.215,,,704.2
2458,34.09,398.5,224.64,690589.37,0.0,94.0,3229.0,-43.087,,,669.95
2459,34.08,107.12,224.64,655404.97,0.0,99.0,3064.0,-43.959,,,635.7
2460,33.93,86.31,224.64,699621.58,0.0,100.0,3271.0,-44.831,,,678.76
2461,33.72,236.19,224.64,667955.52,0.0,96.0,3121.0,-45.703,,,647.61
2462,33.81,330.01,224.64,674913.64,0.0,90.0,3156.0,-46.575,,,654.78
2463,33.45,475.45,224.64,645200.04,0.0,94.0,3016.0,-47.447,,,625.83
2464,33.4,399.99,224.64,642967.52,0.0,93.0,3006.0,-48.319,,,623.79
2465,33.35,447.96,224.64,640734.99,0.0,94.0,2996.0,-49.191,,,621.74
2466,33.3,417.68,224.64,638502.47,0.0,97.0,2987.0,-50.063,,,619.7
2467,33.24,229.45,224.64,704447.7,0.0,97.0,3294.0,-50.935,,,683.55
2468,33.33,279.26,224.64,702588.55,0.0,94.0,3285.0,-51.807,,,681.63
2469,33.24,311.74,224.64,747123.82,0.0,100.0,3494.0,-52.68,,,724.91
2470,33.24,167.29,224.6,712946.88,0.0,95.0,3334.0,-53.552,,,691.52
2471,33.23,252.78,225.19,722894.87,0.0,97.0,3366.0,-54.424,,,701.28
2472,33.22,32.1,225.79,732842.87,0.0,91.0,3397.0,-55.296,,,711.04
2473,33.21,137.95,226.38,742790.86,0.0,97.0,3429.0,-56.168,,,720.8
2474,33.15,124.34,227.63,728620.52,0.0,99.0,3348.0,-57.04,,,707.18
2475,32.91,252.39,227.63,694569.12,0.0,100.0,3190.0,-60.487,0.0,179.5,673.84
2476,32.82,193.02,227.63,710270.28,0.0,97.0,3263.0,-63.935,,,689.18
2477,32.79,474.34,227.86,698630.94,0.0,100.0,3202.0,-67.382,,,677.8
2478,32.36,16.94,227.86,719016.64,0.0,90.0,3295.0,-70.83,,,697.63
2479,31.93,27.99,227.86,739402.33,0.0,94.0,3389.0,-74.277,,,717.46
2480,31.5,134.44,227.86,759788.03,0.0,95.0,3483.0,-77.725,,,737.3
2481,31.65,155.42,227.86,751649.03,0.0,95.0,3446.0,-81.172,,,729.46
2482,31.5,182.02,227.86,772357.22,0.0,96.0,3540.0,-84.62,,,749.48
2483,31.59,125.07,227.86,772657.08,0.0,100.0,3541.0,-88.067,,,749.6
2484,31.59,253.34,227.86,772657.08,0.0,91.0,3543.0,-91.515,,,749.98
2485,31.56,318.78,227.86,773131.79,0.0,97.0,3544.0,-94.962,,,750.36
2486,31.53,392.31,227.86,773606.5,0.0,96.0,3546.0,-98.41,,,750.74
2487,31.5,197.68,227.86,774081.22,0.0,91.0,3548.0,-101.857,,,751.12
2488,31.5,397.09,227.86,806126.3,0.0,94.0,3696.0,-105.305,,,782.43
2489,31.56,156.88,227.86,788526.09,0.0,91.0,3615.0,-108.752,,,765.32
2490,31.56,368.46,227.86,798055.79,0.0,93.0,3660.0,-112.2,,,774.84
2491,31.65,390.5,227.86,809139.0,0.0,97.0,3710.0,-115.647,,,785.5
2492,31.62,28.55,227.86,804314.76,0.0,90.0,3688.0,-119.095,,,780.83
2493,31.59,84.33,227.86,799490.51,0.0,93.0,3666.0,-122.542,,,776.15
2494,31.56,241.94,227.86,794666.26,0.0,99.0,3644.0,-125.989,,,771.48
2495,31.59,122.25,227.86,762101.33,0.0,97.0,3495.0,-129.437,,,739.84
2496,31.65,425.73,227.86,791093.18,0.0,96.0,3630.0,-132.884,,,768.46
2497,31.38,276.52,227.86,785652.14,0.0,99.0,3605.0,-136.332,,,763.17
2498,31.65,456.66,227.86,801900.57,0.0,100.0,3682.0,-139.779,,,779.25
2499,31.38,113.17,227.91,804349.81,0.0,98.0,3690.0,-143.227,,,781.62
2500,31.11,42.05,227.96,806799.05,0.0,92.0,3698.0,-146.674,,,783.98
2501,30.84,163.41,228.0,809248.29,0.0,94.0,3707.0,-150.122,,,786.35
2502,30.42,117.97,228.0,797804.48,0.0,91.0,3654.0,-153.569,,,775.29
2503,30.36,394.4,228.0,830449.32,0.0,92.0,3809.0,-157.017,,,807.99
2504,30.72,436.84,227.81,826743.34,0.0,93.0,3802.0,-160.464,,,804.3
2505,31.32,317.13,227.81,801321.13,0.0,95.0,3691.0,-163.912,1.0,180.75,780.85
2506,31.34,225.1,227.81,804925.66,0.0,98.0,3711.0,-167.359,,,784.55
2507,31.36,321.75,227.8,808530.2,0.0,97.0,3730.0,-170.807,,,788.26
2508,31.38,340.6,227.8,812134.73,0.0,95.0,3749.0,-174.254,,,791.96
2509,31.41,73.06,227.8,823708.52,0.0,99.0,3803.0,-177.702,,,803.24
2510,31.32,401.23,227.8,829361.38,0.0,93.0,3830.0,-181.149,,,808.96
2511,31.5,397.14,227.8,842039.39,0.0,100.0,3888.0,-184.596,,,821.22
2512,31.47,191.79,227.8,853730.85,0.0,95.0,3942.0,-188.044,,,832.7
2513,31.49,404.58,227.8,855679.36,0.0,99.0,3951.0,-191.491,,,834.63
2514,31.51,213.17,227.8,857627.86,0.0,92.0,3961.0,-194.939,,,836.56
2515,31.53,222.05,227.8,859576.37,0.0,93.0,3970.0,-198.386,,,838.5
2516,31.5,470.07,227.8,841240.21,0.0,95.0,3885.0,-201.834,,,820.59
2517,31.59,0.56,227.8,827094.56,0.0,95.0,3819.0,-205.281,,,806.74
2518,31.8,135.85,227.8,837537.04,0.0,94.0,3867.0,-208.729,,,816.88
2519,31.89,244.09,227.8,841042.68,0.0,96.0,3884.0,-212.176,,,820.33
2520,31.87,431.84,227.8,848159.42,0.0,98.0,3917.0,-215.624,,,827.34
2521,31.85,274.3,227.8,855276.15,0.0,94.0,3950.0,-219.071,,,834.35
2522,31.83,460.04,227.8,862392.89,0.0,96.0,3983.0,-222.519,,,841.36
2523,31.83,390.36,227.8,858841.09,0.0,93.0,3967.0,-225.966,,,837.96
2524,31.77,131.54,227.8,876922.28,0.0,95.0,4051.0,-229.414,,,855.68
2525,31.92,69.46,227.8,864708.46,0.0,97.0,3994.0,-232.861,,,843.72
2526,31.98,114.46,227.8,868417.0,0.0,97.0,4011.0,-236.309,,,847.26
2527,32.0,464.45,227.8,868417.0,0.0,96.0,4010.0,-239.756,,,847.01
2528,32.02,182.56,227.8,868417.0,0.0,99.0,4009.0,-243.204,,,846.76
2529,32.04,114.14,227.8,868417.0,0.0,98.0,4008.0,-246.651,,,846.51
2530,31.98,22.96,227.8,867514.25,0.0,96.0,4006.0,-250.098,,,846.26
2531,31.92,134.4,227.8,872139.48,0.0,92.0,4028.0,-253.546,,,850.85
2532,32.49,19.61,227.91,870630.38,0.0,94.0,4024.0,-256.993,,,849.21
2533,32.46,415.44,227.99,880723.7,0.0,99.0,4063.0,-260.441,,,859.24
2534,32.39,309.62,227.99,880832.96,0.0,96.0,4065.0,-263.888,,,859.31
2535,32.32,209.03,228.0,880942.22,0.0,100.0,4066.0,-267.336,,,859.37
2536,32.25,154.95,228.0,881051.48,0.0,96.0,4067.0,-270.783,2.0,195.25,859.44
2537,34.05,328.51,228.0,889131.06,0.0,92.0,4105.0,-274.231,,,867.49
2538,33.96,317.69,228.0,896431.33,0.0,100.0,4139.0,-277.678,,,874.64
2539,33.99,20.2,228.0,888763.02,0.0,98.0,4105.0,-281.126,,,867.29
2540,34.02,327.3,228.0,912686.45,0.0,98.0,4215.0,-284.573,,,890.6
2541,34.0,281.67,228.0,914065.09,0.0,99.0,4221.0,-288.021,,,891.94
2542,33.98,182.36,228.0,915443.74,0.0,93.0,4227.0,-291.468,,,893.27
2543,33.96,194.9,228.0,916822.38,0.0,90.0,4234.0,-294.916,,,894.6
2544,34.08,454.74,228.0,921241.93,0.0,96.0,4254.0,-298.363,,,898.9
2545,34.17,48.31,228.0,936667.91,0.0,98.0,4326.0,-301.811,,,914.12
2546,34.32,305.15,228.0,882270.79,0.0,96.0,4075.0,-305.258,,,860.98
2547,34.14,243.6,228.0,894210.1,0.0,99.0,4129.0,-308.705,,,872.56
2548,34.11,296.5,228.0,896841.71,0.0,90.0,4141.0,-312.153,,,875.08
2549,34.08,414.84,228.0,899473.31,0.0,95.0,4153.0,-315.6,,,877.61
2550,34.05,264.62,228.0,902104.92,0.0,100.0,4165.0,-319.048,,,880.14
2551,33.99,146.02,228.0,921643.63,0.0,95.0,4255.0,-322.495,,,899.12
2552,34.05,46.4,228.0,921506.01,0.0,94.0,4257.0,-325.943,,,899.42
2553,34.08,334.1,228.0,926167.13,0.0,98.0,4277.0,-329.39,,,903.78
2554,34.05,232.63,228.0,919119.08,0.0,90.0,4244.0,-332.838,,,896.86
2555,34.09,94.6,227.56,925319.52,0.0,94.0,4278.0,-336.285,,,902.63
2556,34.13,359.59,227.12,931519.95,0.0,100.0,4312.0,-339.733,,,908.4
2557,34.17,390.11,226.67,937720.39,0.0,90.0,4346.0,-343.18,,,914.16
2558,34.17,218.58,226.67,944364.42,0.0,96.0,4376.0,-346.628,,,920.56
2559,34.14,463.93,226.67,922578.98,0.0,95.0,4276.0,-350.075,,,899.46
2560,34.05,346.88,226.67,934474.34,0.0,99.0,4332.0,-353.523,,,911.17
2561,34.02,384.13,226.53,915611.13,0.0,94.0,4251.0,-356.97,,,892.84
2562,33.93,425.6,227.07,919035.5,0.0,98.0,4275.0,-360.418,,,896.14
2563,33.84,304.12,227.6,922459.87,0.0,99.0,4299.0,-363.865,,,899.43
2564,33.75,120.58,228.14,925884.24,0.0,93.0,4323.0,-367.313,,,902.73
2565,33.81,459.43,228.42,943388.89,0.0,98.0,4439.0,-370.76,,,920.05
2566,33.93,62.28,228.42,944455.73,0.0,93.0,4444.0,-361.972,3.0,181.25,921.02
2567,33.9,298.89,228.42,949169.22,0.0,98.0,4466.0,-353.184,,,925.66
2568,33.9,104.75,228.62,949169.22,0.0,93.0,4484.0,-344.397,,,929.84
2569,33.9,127.77,228.62,954865.55,0.0,95.0,4503.0,-335.609,,,934.01
2570,33.9,91.6,228.62,960561.87,0.0,98.0,4521.0,-326.821,,,938.18
2571,33.9,157.33,228.62,966258.19,0.0,99.0,4539.0,-318.033,,,942.35
2572,33.96,124.52,228.62,956111.9,0.0,92.0,4491.0,-309.245,,,932.39
